Verse,Line,Lemma,Witness,Source,Ed. Comment,Gen. Comment,Second R.,Witness,Source,Comment,Third R.,Witness,Source,Comment,Fourth R.,Witness,Source,Comment,Fifth R.,Witness,Source,Comment,,,,,,,,,,,,,
577,,se,Σ ,,,,om.,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
577,,tuebatur,Σ ,,,,tegebat,(=DS) F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
579,,LAEVO,Σ ,,,,Et leuo,(=DS) F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
579,,MANVS,F ,,,,m,Q W [Γ ],,,om.,Δ Pa Pc γ N ,,,,,,,,,,,,,,,,,,,,,,,
579,,suppresserat,F Δ °,,,,suppreiserat,Q ,,,,,,,,,,,,,,,,,,,,,,,,,,,
580,,definitio,F Δ °,,,,definiti,Q ,,,,,,,,,,,,,,,,,,,,,,,,,,,
580,,pulmonum,Σ ,,,,pulmorum,F ,,,pulmonis,N ,,,,,,,,,,,,,,,,,,,,,,,
582,,hoc est ... Ascanio chlamydem,F Δ ,,,,om.,Γ ,,,et,N U ,,,id est habens frigiam clamidem,γ ,,,id est habens fridādam clamidem,Pbh1 ?,,,,,,,,,,,,,,,
582,,Phrygiam,Δ ,,(alt.),,frigidam,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
582,,figura,,Murgia,(cf. Serv. ad A. 2.210),,figuratus,F ,,,figuratum,,Masv.,"(cf. DS ad A. 2.218, ubi codex C deest)",,,,,,,,,,,,,,,,,,,,,
582,,chlamydem,,Verg.,,,clamide,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
582,,HIBERA,Σ ,,,,habere,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
582,,subnigrae,F Δ Pa Pc W ,,,,subnigra et,Γ ,,,subnigre et,Pb Yh3 ,,,subnigrae et,Pb Yh3,,,subnigra,N U ,,,,,,,,,,,,,,,
582,,Hispana,Δ Pah2 γ σ ,,,,hispania,Pc ,,,spana,F Γ ,,(cf. Non. 882.30),,,,,,,,,,,,,,,,,,,,,
582,,Hiberia(1),Σ ,,,,libera,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
582,,Persidem,,Com.,,,persidam,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
582,,colores,,Dan.,,,coloris,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
582,,quas iolchos,Γ ,,,,quas ioleos,F ,,,quas colchos,Δ Pc W ,,,quasi colchos,γ ,,,quas olchos,N ,,,,,,,,,,,,,,,
583,,Arcentis,Σ ,,,,arcetius,F ,,,arcenti,N U ,,,,,,,,,,,,,,,,,,,,,,,
583,,Arcens,F A Γ ,,,,om.,O,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,,in,F A Oh2 Γ ,,,,om.,O,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,,egregiis,F Δ Eh2 Pb σ ,,,,egrediens,τ E [Γ ],,,,,,,,,,,,,,,,,,,,,,,,,,,
584,,Synaethos,Σ ,,,,simetos,Σ,,,ymettos,F,,,,,,,,,,,,,,,,,,,,,,,
584,,Siciliae,F Γ ,,,,siliciae,θ ,,,ciliciae,Pah1 ,,,,,,,,,,,,,,,,,,,,,,,
584,,Symaetho,,Dan.,,,ymeto,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
584,,secundum(1),Σ ,,,,om.,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
584,,puellam,Σ ,,,,puellam secundum alios,F,,,,,,,,,,,,,,,,,,,,,,,,,,,
584,,partum,F Σ ,,,,partus,γ ,,,,,,,,,,,,,,,,,,,,,,,,,,,
584,,erupissent,Fh2 Σ ,,,,erupisset,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
584,,pueri,F Δ Pc γ ,,,,om.,Γ ,,,,,,,,,,,,,,,,,,,,,,,,,,,
584,,πάλιν ἥκειν,Δ Pa Pc ,,,,πaλινικιν,Δ Pa Pc,,,naλινκιν,Q ,,,πaλινκιν,σ ,,,naxinion,F ,,,,,,,,,,,,,,,
584,,humanis hostiis,F A Γ ,,,,humanibus hostibus,O ,,,humanibus hostiis,Oh2,,,humanis hostibus,N U ,,,humanis hosti/,E ,,,,,,,,,,,,,,,
584,,inmutata ... eorum,F Σ Pah2 ,,,,om.,Pa ,,,,,,,,,,,,,,,,,,,,,,,,,,,
584,,ideo,Σ ,,,,inde,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
584,,numina,F Δ γ σ ,,,,numina palicii,τ ,,,,,,,,,,,,,,,,,,,,,,,,,,,
584,,appellat,,Dan.,,,appellant,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
584,,hunc Palicum Iovem,,Murgia,,,hunc iouem palicum,F ,,,Iovem hunc Palicum,,Dan.,,,,,,,,,,,,,,,,,,,,,,
584,,Iunonis,,Dan.,,,iunonem,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
584,,quem(2),,Dan.,,,quae,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
588,,PLVMBO DIFFIDT,F ,,,,p. d.,Δ W U ,,,p.,τ ,,,,,,,,,,,,,,,,,,,,,,,
588,,plumbum,Σ ,,,,plumbo,F ,,,plumbom,Pbh1 ,,,,,,,,,,,,,,,,,,,,,,,
588,,iactum,F Ah2 Γ ,,,,iactu,θ ,,,,,,,,,,,,,,,,,,,,,,,,,,,
588,,calore,F A Γ ,,,,colore,O E Y ,,,,,,,,,,,,,,,,,,,,,,,,,,,
590,,Marci,T ,,,,marti,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
590,,ab,T ,,,,ad,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
590,,filium(3),,Dan.,,,filius,F T ,,,,,,,,,,,,,,,,,,,,,,,,,,,
593,,quia,F Δ Pah2 Pc γ σ ,,,,qua,τ ,,,,,,,,,,,,,,,,,,,,,,,,,,,
593,,voluntate,F Σ ,,,,voluntate mutata,σ ,,,,,,,,,,,,,,,,,,,,,,,,,,,
595,,RELATV indigna,F Σ ,,,,om.,N U ,,,,,,,,,,,,,,,,,,,,,,,,,,,
595,,id,F Γ ,,,,hoc,Δ ,,,,,,,,,,,,,,,,,,,,,,,,,,,
595,,obscena,Δ Pc γ σ ,,,,obscura,τ ,,,obscuria,Qh1 ,,,obscenia,F ,,,,,,,,,,,,,,,,,,,
596,,etiam,Σ ,,,,et,(=DS) F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
597,,CLAMORE FEREBAT,F ,,,,C. F.,Σ ,,,,,,,,,,,,,,,,,,,,,,,,,,,
597,,esse,Σ ,,,,esset,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
597,,clamitabat,Σ ,,,,clamabat,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
598,,denuo ... iterum,F Δ Pa Pc γ ,,,,om.,Γ ,,,,,,,,,,,,,,,,,,,,,,,,,,,
598,,nam,F Δ Pa Pc E ,,,,om.,Pb Y,,,,,,,,,,,,,,,,,,,,,,,,,,,
598,,dicimus,F AΓ ,,,,decimus,O,,,,,,,,,,,,,,,,,,,,,,,,,,,
599,,PHRYGES,Σ ,,,,om.,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
599,,post a,Σ ,,,,postea,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
599,,hoc est,F ,,,,hoc et,,Thilo,,et hoc,,Dan.,,,,,,,,,,,,,,,,,,,,,,
599,,vicisse,,Thilo,,,vississe,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
599,,sic,Σ ,,,,sicut,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
599,,discrimina,F Σ ,,,,discrimine,Ah2 W ,,,,,,,,,,,,,,,,,,,,,,,,,,,
599,,parva,F Γ ,,,,paruo,W ,,,parva x. f. m.,Δ ,,,paruo x. f. m.,Ah2,,,,,,,,,,,,,,,,,,,
599,,reliquum sit quam,,Masv.,,,reliquam,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,,cognatus,Δ °,,,,cognatis,F ,,,cognator,Q ,,,conatus,Eh1 ,,,,,,,,,,,,,,,,,,,
600,,loquitur,F Δ °,,,,loquimur,Q ,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,,retorquet,F Δ °,,,,retorquent,Q ,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,,nostra conubia,F Pa Pc ,,,,om.,Σ ,,,,,,,,,,,,,,,,,,,,,,,,,,,
602,,nam ... Troianis,F Δ Pc γ W ,,,,om.,Γ ,,,,,,,,,,,,,,,,,,,,,,,,,,,
602,,sed,F Δ Pc Q Pb W ,,,,se,Pa E N,,,om.,U ,,,,,,,,,,,,,,,,,,,,,,,
602,,praefert,F Δ °,,,,profert,Q ,,,,,,,,,,,,,,,,,,,,,,,,,,,
602,,Atridae,,Thilo,,,atridas,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
602,,quorum,,Masv.,,,quarum,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
602,,interimunt,,Dan.,,,terimunt,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
602,,logodaedalos,Δ Pc  N ,,,,logodaedalus,θ W,,,loco daedalus,τ [Γ ],,,longodedalos,F ,,,,,,,,,,,,,,,,,,,
602,,dolum celat,Σ ,,,,doloscebat,F,,,,,,,,,,,,,,,,,,,,,,,,,,,
602,,ornatu,Δ Pc Pb W ,,,,ornato,F ,,,ortu,Γ ,,,ortum,Pa ,,,,,,,,,,,,,,,,,,,
603,,Romani vel r.,F Σ ,,,,om.,E N U ,,,,,,,,,,,,,,,,,,,,,,,,,,,
604,,gelidis,Σ ,,,,gelidus,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
604,,endyadyin,Fh2 Σ ,,,,andyandin,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
604,,trilicem,θ ,,,,t,F ,,,om.,Γ ,,,,,,,,,,,,,,,,,,,,,,,
604,,quod,F Σ ,,,,om.,N ,,,,,,,,,,,,,,,,,,,,,,,,,,,
604,,si,Σ ,,,,sic,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
604,,aquam,F Σ ,,,,signum,Pa,,ss.,quam,Pb Y U ,,,,,,,,,,,,,,,,,,,,,,,
605,,pro venatui,J,,his verbis recipit J,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605,,venatui,F Δ °,,,,venato. i.,Q ,,,venatu,O Pc ,,,,,,,,,,,,,,,,,,,,,,,
605,,"dedit, rem rusticam",,Murgia,,,deditores rusticum,F ,,,"dedit, opus rusticum",,Com.,,,,,,,,,,,,,,,,,,,,,,
605,,SILVASQVE,Σ ,,,,saluasque,F,,,,,,,,,,,,,,,,,,,,,,,,,,,
605,,FATIGANT,F θ Γ ,,,,fagigant,J [Δ ],,,,,,,,,,,,,,,,,,,,,,,,,,,
605,,in(1),F Σ ,,,,om.,σ ,,,,,,,,,,,,,,,,,,,,,,,,,,,
605,,aut,Σ ,,,,uel,F ,,,om.,Pa ,,,,,,,,,,,,,,,,,,,,,,,
606,,flexuntae,F T ,,,,flexuntes,,Plin.,,,,,,,,,,,,,,,,,,,,,,,,,,
606,,Humanarum,,Dan.,,,humanorum,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
606,,exercentur,,Verg.,,,et exercentur,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
607,,PARVOQVE ... IVVENTVS,F ,,,,P. A. I.,Σ ,,,,,,,,,,,,,,,,,,,,,,,,,,,
608,,discederet,Δ °,,,,disceret,F ,,,descenderet,Q ,,,,,,,,,,,,,,,,,,,,,,,
608,,aliave qua,F ,,,,aliqua,T ,,,,,,,,,,,,,,,,,,,,,,,,,,,
608,,munitione,T ,,,,monitione,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
608,,murus,T ,,,,muris,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
608,,oppes,F,,,,opus,T ,,,,,,,,,,,,,,,,,,,,,,,,,,,
608,,munitionis,Fc T ,,,,monitiones,F ,,(ut vid.),,,,,,,,,,,,,,,,,,,,,,,,,
609,,FATIGAMVS,F ,,,,f.,Σ ,,,,,,,,,,,,,,,,,,,,,,,,,,,
609,,agriculturam,Σ ,,,,agriculam,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
609,,et,γ ,,,,ex,F Δ τ W ,,,om.,N U ,,,,,,,,,,,,,,,,,,,,,,,
609,,omoeoteleuton,Σ ,,,,homoeoteleuto,F Pc ,,,homoeoteleuton,Fh3,,,euto. leuto,N ,,,,,,,,,,,,,,,,,,,
609,,nam sit ... urgemus,F Pc ,,"(sic, v. seq.)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609,,ut,,Murgia,,,nam,F Pc ,,"(ergo homoeoteleuto nā ex homoeoteleutonū exortum erat; cf. Heraeus 1899, 170-71, qui confert Serv. ad A. 8.260)",,,,,,,,,,,,,,,,,,,,,,,,,
609,,sit ita,F ,,,,sic est,Pc ,,,,,,,,,,,,,,,,,,,,,,,,,,,
610,,SERA ... tarda,Δ ,,,,om.,Γ ,,,tarda ... sera,Pa Pc ,,,Tardas ... sera,F,,,,,,,,,,,,,,,,,,,
610,,aliis,Δ Pa Pc ,,,,alii,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
611,,corporis,Σ ,,,,corpori,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
611,,uires,F Δ Pa Pc γ ,,,,ut rex,Q [Γ ],,,ut sex,N ,,,ut uires,W ,,,,,,,,,,,,,,,,,,,
611,,temperatione ut,F Δ °,,,,temperationem,Q ,,,,,,,,,,,,,,,,,,,,,,,,,,,
611,,vestustatem,F Δ τ W ,,,,vetustate,γ N U ,,,,,,,,,,,,,,,,,,,,,,,,,,,
614,,a(2),F Σ ,,,,ab affectu a,Pc ,,,,,,,,,,,,,,,,,,,,,,,,,,,
614,,ab animo,Δ γ ,,,,om.,F Γ,,(cf. DS ad 615),,,,,,,,,,,,,,,,,,,,,,,,,
614,,molliores,,Dan.,,,meliores,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
614,,mollitiem,,Dan.,,,moliaem,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
614,,acu,,Plin. Dan.,,,aco,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
614,,MVRICE,Σ ,,,,murice uestis,(=DS) F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
614,,fuisse,Σ ,,,,fuisset,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
614,,constat,F Δ °,,,,constant,Q ,,,,,,,,,,,,,,,,,,,,,,,,,,,
614,,quaecumque,Σ ,,,,quamcumque,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
614,,ducit,F Jh2 O Γ ,,,,dicit,J A N ,,,,,,,,,,,,,,,,,,,,,,,,,,,
615,,CORDI,F θ Γ ,,,,cordibus,J ,,,,,,,,,,,,,,,,,,,,,,,,,,,
615,,quam ... metri,Γ ,,,,quamque in ĉtri,F ,,,quam dixi metri,Δ ,,,quam dixit metri,Jh1,,,quam ut in vi metri,Ah2 ,,,quam metri,W ,,,,,,,,,,,
615,,plaudunt,F Δ ,,,,om.,Γ ,,,p.,Pb ,,,,,,,,,,,,,,,,,,,,,,,
616,,vestrae,Σ ,,,,vestra,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,,et,Σ ,,,,ac,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,,colobiis,Σ ,,,,colo bis,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,,sane ... audiendum,F ,,,,sane … subaudiendum,Pc,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,,illud,Σ ,,,,illos,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,,calauticas,F Σ ,,,,calaticas,γ ,,,calaudaticas,N ,,,,,,,,,,,,,,,,,,,,,,,
616,,Lydorum,F Δ °,,,,ludorum,Q ,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,,Maeonia,Δ Pa ,,,,moenia,F O Γ ,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,,mitra,Σ ,,,,mitrae,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,,habitum,F Ah2 °,,,,habitu,Δ Q ,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,,meretricum,,Dan.,,,metri cum,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,,est,F ,,,,om.,,Thilo,,,,,,,,,,,,,,,,,,,,,,,,,,
616,,effeminatis,,Dan.,,,obfeminatis,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
617,,vituperaverat,F Δ σ ,,,,vituperat,Γ ,,,,,,,,,,,,,,,,,,,,,,,,,,,
617,,frygas(1),F Pa σ ,,,,frygas sed,Δ ,,,frygios,Q ,,,frigias sed,E Y ,,,fryges sed,Ah2 ,,,om.,O Pb ,,,,,,,,,,,
617,,nunc ... iniuriam,F Σ ,,,,om.,O Pb ,,,,,,,,,,,,,,,,,,,,,,,,,,,
617,,frygias non,Σ ,,,,frygas non,F ,,,om.,O ,,,,,,,,,,,,,,,,,,,,,,,
617,,frygas(2),Δ τ σ ,,,,friges,F γ ,,"(sed cf Serv. ad A. 1.273, 2.501)",,,,,,,,,,,,,,,,,,,,,,,,,
617,,dicit,Σ ,,,,dixit,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
617,,montes,Fh2 Σ ,,,,montem,F ,,,Iuga montis,σ ,,,,,,,,,,,,,,,,,,,,,,,
617,,Numano,F ,,,,nomano,F,,,,,,,,,,,,,,,,,,,,,,,,,,,
617,,relatu,,Verg.,,,relato,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
618,,quae(1),,Dan.,,,qua ē,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
618,,Phrygiarum,,Dan.,,,fragiarum,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
618,,nam,F Δ W ,,,,om.,Γ ,,,,,,,,,,,,,,,,,,,,,,,,,,,
618,,aut Phrygiae ... cavernas,Γ ,,,,om.,F Δ σ ,,,,,,,,,,,,,,,,,,,,,,,,,,,
618,,quae et,Γ Pah2 ,,,,quae,Pa ,,,,,,,,,,,,,,,,,,,,,,,,,,,
618,,ergo,F Σ ,,,,om.,N U ,,,,,,,,,,,,,,,,,,,,,,,,,,,
618,,non enim,Σ ,,,,quae non,(=DS) F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
618,,gravem,F θ Γ ,,,,grave,J ,,,,,,,,,,,,,,,,,,,,,,,,,,,
619,,BERECYNTIA,Σ ,,,,Berecythia,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
619,,haec buxus,Σ ,,,,hae busus,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
619,,ut,F Δ Pa γ ,,,,om.,Γ ,,,,,,,,,,,,,,,,,,,,,,,,,,,
619,,et(3),F Σ ,,,,aut,,Verg.,,,,,,,,,,,,,,,,,,,,,,,,,,
619,,superfluo,θ Γ ,,,,nuper fluo,J [Γ ],,,super fluino,F ,,,,,,,,,,,,,,,,,,,,,,,
619,,esse ... ligno generis feminini,Δ γ W ,,,,om.,F Γ ,,,esse ... ligno,Pa Pc ,,,,,,,,,,,,,,,,,,,,,,,
619,,volunt,Δ γ W ,,,,voluit,Pa ,,,,,,,,,,,,,,,,,,,,,,,,,,,
619,,lignum ... cum,,,exempli gratia supplevi (cf. Serv. ad A . 12.766),,om.,Δ ,,,loc. om.,F Γ ,,,cum,Pa γ ,,,ut,W ,,,lignum incisum neutri cum,R,,"(potest scribi et lignum conpositum neutri cum, vel sim.)",,,,,,,,,
620,,aut(1),F θ Γ ,,,,autem,J ,,,,,,,,,,,,,,,,,,,,,,,,,,,
620,,aut(2),Ah2 Γ ,,,,et,F ,,,om.,Δ ,,,,,,,,,,,,,,,,,,,,,,,
620,,abscidite vel abscedite,F θ Γ ,,,,ceditite,J [Δ ],,,cedite,W ,,,,,,,,,,,,,,,,,,,,,,,
621,,IACTANTEM,F θ Γ ,,,,TACTANTEM,J ,,,,,,,,,,,,,,,,,,,,,,,,,,,
622,,Philocteta,,Thilo*,,,filatet a,F ,,,Philoctete,Ambros.,,,,,,,,,,,,,,,,,,,,,,,
622,,concita] contita,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624,,P. V. P.,Δ ,,,,i. u. p.,Γ ,,,per u. p.,Pah2 Pc ,,,om.,F ,,,,,,,,,,,,,,,,,,,
624,,atqui,Fh2 Jh2 Γ ,,,,ac qui,F ,,,aut qui,J ,,,aut quia,θ ,,,at quia,N ,,,at,W ,,,,,,,,,,,
624,,invocare ... Iovem,Σ ,,,,invocare ... Iovem,F,,,om.,O ,,,,,,,,,,,,,,,,,,,,,,,
624,,dicimus,F Δ ,,,,diximus,Γ ,,,ut diximus,Wh2 ,,,,,,,,,,,,,,,,,,,,,,,
624,,ut ... Iovem,F Σ Wh2 ,,,,om.,W ,,,,,,,,,,,,,,,,,,,,,,,,,,,
624,,Ascanius,F θ Γ ,,,,ascanus,J ,,,,,,,,,,,,,,,,,,,,,,,,,,,
624,,cogitat sed,F Δ Pa Pc γ Wh2 ,,,,om.,Γ ,,,,,,,,,,,,,,,,,,,,,,,,,,,
624,,quid(2),Pa Wh2 ,,,,quod,F Pc ,,,om.,Σ ,,,,,,,,,,,,,,,,,,,,,,,
624,,primum,F Pa Pc Wh2 ,,,,primum faciat,Δ,,(fort. Eh2 ),primum facit,Pb ,,,cogitat ... primum faciat om.,Γ ,, (propter homoeoteleuton),,,,,,,,,,,,,,,,,
624,,inde,F Σ Eh2 ,,,,om.,E ,,,unde,Wh2 ,,,,,,,,,,,,,,,,,,,,,,,
624,,invocat Iovem,F Δ Pa Pc γ Wh2 ,,,,invocationem,Γ ,,,,,,,,,,,,,,,,,,,,,,,,,,,
625,,epitheton,Δ °,,,,ephietheton,Q ,,,pitheton,F ,,,,,,,,,,,,,,,,,,,,,,,
625,,numinis,F Δ Pc γ ,,,,nominis,Γ ,,,,,,,,,,,,,,,,,,,,,,,,,,,
626,,FERAM,F Δ °,,,,foram,Q ,,,,,,,,,,,,,,,,,,,,,,,,,,,
626,,adducam,F Δ °,,,,adduca,Q ,,,,,,,,,,,,,,,,,,,,,,,,,,,
626,,promisisse,Σ ,,,,promisse,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
626,,dona quae,F Σ ,,,,quae,N U ,,,,,,,,,,,,,,,,,,,,,,,,,,,
626,,unde,F Δ γ σ ,,,,inde,τ ,,,,,,,,,,,,,,,,,,,,,,,,,,,
626,,strueremque,Σ ,,,,struerem ue,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
626,,congruis,Σ ,,,,congruos,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
627,,aptam,Σ ,,,,per aram,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
627,,aram,Σ ,,,,aras,F,,,,,,,,,,,,,,,,,,,,,,,,,,,
627,,victima reluctabatur,Δ Pa γ ,,,,uictime luctabatur,F ,,,victim reluctabantur,Γ ,,,victimam reluctabantur,W,,,,,,,,,,,,,,,,,,,
627,,discussa fugit,F Γ ,,,,ad aram difugit,Δ ,,,,,,,,,,,,,,,,,,,,,,,,,,,
627,,Romanas,Σ ,,,,romanos,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
627,,non(1),Σ ,,,,om.,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
627,,immolabatur,F Σ ,,,,immolatur,Jh1 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
627,,suovetaurilia fiebant,,Masv.,,,suovetaurium fiebat,Γ ,,,suovicarium faciebant,F Pah2 Pc ,,,suo vicarium faciebant vetaurum fiebant,J ,,,suo vicarium faciebant vetaurum fiebat,Jh2,,,suo  vicarium faciebant vetaurium fiebat,θ ,,,suo suo vicarium faciebant vetarrium fiebat,Pa,,,varie,σ ,,,
627,,tamen,Σ ,,,,tam,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
627,,Iovi(2),F Σ Pah2 ,,,,iovis,Pa γ ,,,,,,,,,,,,,,,,,,,,,,,,,,,
627,,et(2),Σ ,,,,om.,F θ σ ,,,,,,,,,,,,,,,,,,,,,,,,,,,
627,,victimae,F Σ ,,,,victima,γ ,,,,,,,,,,,,,,,,,,,,,,,,,,,
627,,ornari,Σ ,,,,oreiari vel oroiari,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
627,,consueverant,θ Γ ,,,,consueverat,F Δ Pb ,,,,,,,,,,,,,,,,,,,,,,,,,,,
628,,CANDENTEM,Σ ,,,,Cadentem,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
628,,Iuvenalis,F θ Γ ,,,,iuvenalem,Δ ,,,om.,N U ,,,,,,,,,,,,,,,,,,,,,,,
628,,duc in Capitolia,Σ ,Juv.,,,dum in Capitolium,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
628,,cretatumque,F Γ ,Juv.,,,creatumque,Δ Pc W U ,,,cretumque,N ,,,,,,,,,,,,,,,,,,,,,,,
628,,MATRE,Σ ,,,,atre,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
628,,FERENTEM,F ,,,,f.,Σ ,,,,,,,,,,,,,,,,,,,,,,,,,,,
628,,aequalem,Σ ,,,,aqualem,F,,,equale,W ,,,,,,,,,,,,,,,,,,,,,,,
628,,iam,F Σ ,,,,lam,Q ,,,,,,,,,,,,,,,,,,,,,,,,,,,
628,,ubera,F Δ Pa Pc γ W ,,,,euera,Q N [Γ ],,,,,,,,,,,,,,,,,,,,,,,,,,,
628,,matris,F Δ °,,,,atris,Q ,,,,,,,,,,,,,,,,,,,,,,,,,,,
630,,DEscivit,Σ ,,,,Da,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
630,,PARTE,Δ Pa Pc W ,,,,partem,F ,,,cornu,Γ ,,,,,,,,,,,,,,,,,,,,,,,
630,,SERENA,F Δ Pa Pc γ W ,,,,sereno,Γ ,,,,,,,,,,,,,,,,,,,,,,,,,,,
630,,non,Σ ,,,,nunc,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
630,,causae,Σ ,,,,causa,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
630,,tempestatem,,Dan.,,,tempestate,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
631,,enim,F ,,,,enim etiam,Σ ,,,,,,,,,,,,,,,,,,,,,,,,,,,
631,,quae,Σ ,,,,que quae,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
631,,FATIFER ARCVS,F ,,,,f. a.,Σ ,,,,,,,,,,,,,,,,,,,,,,,,,,,
631,,atque,Σ ,,,,ut,F Pc ,,,,,,,,,,,,,,,,,,,,,,,,,,,
631,,cognovit,F Δ Pc W ,,,,om.,Γ ,,,,,,,,,,,,,,,,,,,,,,,,,,,
631,,augurium,F Σ ,,,,augurium simu atque augurium,Pc ,,(DS cum Γ conflans),,,,,,,,,,,,,,,,,,,,,,,,,
632,,ET FVGIT,f,,,,EFFVGIT,Σ ,,,,,,,,,,,,,,,,,,,,,,,,,,,
632,,effugit(1),Γ ,,,,et fugit,Δ W ,,,et lege et fugit,Jh1 ,,,effudit,F ,,,effugiit,N ,,,,,,,,,,,,,,,
632,,et figura ... effugit,F Pc ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,,vulnerum plerumque,F Δ Pc ,,,,vulnerumque,Γ ,,,vulnerum,Pa γ ,,,,,,,,,,,,,,,,,,,,,,,
633,,hunc,Σ ,,,,hoc,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,,vaniloquum,Pa γ ,,,,uanilocum,F Γ ,,,uaniloquium,Δ W ,,,aunilocum,N U ,,,,,,,,,,,,,,,,,,,
