Book, Verse , Lemma                                                                                                                                 , Witness                        , Source                         , Ed. Comment                                                                                                                , Gen. Comment , Second R.                                                                   , Witness                           , Source                          , Comment                                                                                                                                       , Third R.                        , Witness          , Source           , Comment                             , Fourth R.          , Witness     , Source , Comment                    , Fifth R.              , Witness , Source  , Comment                                                                                                                                           , Fifth R. , Witness     , Source        , Comment , Sixth R. , Witness , Source , Comment , Seventh R.  , Witness , Source , Comment                                                           
9,372, FLECTENTES                                                                                                                                                                                                                              , **F **                    ,,,, f.                                  , **Σ **                 ,,, fi                                         , *J*            ,,,,,,,,,,,,,,,,,,,,,,
9,372, LIMITE                                                                                                                                                                                                                                  , **Σ **                    ,,,, limite cernunt                      , (=**DS)** **F **       ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,372, regionis                                                                                                                                                                                                                                , **F ∆ º **                ,,,, religionis                          , *Q *                   ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,375, non                                                                                                                                                                                                                                     , **F Γ **                  ,,,, *om.*                               , ∆*W *                  ,,, non modo                                   , *N U *         ,,,,,,,,,,,,,,,,,,,,,,
9,375, fortuito                                                                                                                                                                                                                                , **F** *Jh2* **Γ **        ,,,, fortuitu                            , ∆*Eh1*                 ,, *(cf. app. ad 329*)                                                                                                                                                                                                                                                                                        , fortuitu                                   , *A*            ,, *e* fortuite         ,,,,,,,,,,,,,,,,,,,,
9,375, lora                                                                                                                                                                                                                                    , *F *                      , *cod. R Vergilii*                                               , *ad loc.*                                                                                                                                                                                                                                                                                                                                                                                                                             ,, tela                                ,, codd. *Vergilii plerique* ,,,,,,,,,,,,,,,,,,,,,,,,,
9,375, rapidus fluvius est hic                                                                                                                                                                                                                 , *F *                      , *Plaut. Charis.*                                                ,,, magnus est hic fluvius              , *F *                   ,, *ad 329*                                                                                                                                                                                                                                                                                                   ,,,,,,,,,,,,,,,,,,,,,,,,
9,375, transiri                                                                                                                                                                                                                                , *F*                       , *Plaut.*                                                        , *ad 329*                                                                                                                                                                                                                                                                                                                                                                                                                              ,, transi                              , *F *                   ,, *hoc loco*                                                                                                                                                                                                                                                                                                 ,,,,,,,,,,,,,,,,,,,,,,,,
9,375, intelleguntur                                                                                                                                                                                                                           , **Σ **                    ,,,, intellegantur                       , **F **                 ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,375, pro                                                                                                                                                                                                                                     , *F *                      ,,,, *del.*                              ,, *Thilo*                   ,,,,,,,,,,,,,,,,,,,,,,,,,
9,377, NIHIL                                                                                                                                                                                                                                   , **Σ **                    ,,,, ninil                               , **F **                 ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,377, CONTRA                                                                                                                                                                                                                                  , **Σ **                    ,,,, *om.*                               , **F **                 ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,377, nihil(1)                                                                                                                                                                                                                                , **F Σ **                  ,,,, nihil illi                          , γ                      ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,377, est(2)                                                                                                                                                                                                                                  , **F Σ **                  ,,,, *om.*                               , *Pb *                  ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,377, nihil respondebant                                                                                                                                                                                                                      , **F Σ **                  ,,,, nihil responderunt                  , σ                      ,,, respondebant                               , γ              ,,,,,,,,,,,,,,,,,,,,,,
9,377, econtra                                                                                                                                                                                                                                 , **F Σ **                  ,, *seclusi*                                                                                                                                                                                                                                                                                                                                                                                                                             ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,379, deverticulum                                                                                                                                                                                                                            , **F Σ **                  ,,,, deverculum                          , *Q *                   ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,379, militaris                                                                                                                                                                                                                               , **F** θ **Γ **            ,,,, milataris                           , *J *                   ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,380, ADITVM                                                                                                                                                                                                                                  , **F** *J* **Γ **          ,,,, ABITVM                              , *Jh2* θ *N U *         ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,380, est                                                                                                                                                                                                                                     , **Σ **                    ,,,, *om.*                               , **F **                 ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,380, adire                                                                                                                                                                                                                                   , **F** ∆ *Pa Pc *          ,,,, abire                               , **Γ **                 ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,383, DVCEBAT                                                                                                                                                                                                                                 , **F** ∆ º                 ,,,, lucebat                             , *Q* [**Γ** ]         ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,380, calles                                                                                                                                                                                                                                  , **F** γ                   ,, (*sic*)                                                                                                                                                                                                                                                                                                                                                                                                                               ,, c.                                  , *Ah2* *W *             ,,, e.                                         , **Σ **         ,,, *om.*                      , *Pa Pc N *     ,,,,,,,,,,,,,,,,,,
9,380, raram                                                                                                                                                                                                                                   , **Σ **                    ,,,, rarum                               , **F **                 ,,, rara                                       , *Pa *          ,,,,,,,,,,,,,,,,,,,,,,
9,385, deseras                                                                                                                                                                                                                                 , **Σ **                    ,,,, deras                               , **F** *Pb *            ,,, dederas                                    , θ              ,,,,,,,,,,,,,,,,,,,,,,
9,385, es                                                                                                                                                                                                                                      , ∆ γ σ                     ,,,, est                                 , **F** τ                ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,385, sciendum                                                                                                                                                                                                                                , **F** θ **Γ **            ,,,, seciendum                           , *J *                   ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,385, conferri                                                                                                                                                                                                                                , **Σ **                    ,,,, inferre                             , **F **                 ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,385, rectum                                                                                                                                                                                                                                  ,, *Dan.*                                                          ,,, rerum                               , *F *                   ,, *sed cf. T v*                                                                                                                                                                                                                                                                                              ,,,,,,,,,,,,,,,,,,,,,,,,
9,386, Euryali                                                                                                                                                                                                                                 , **F** θ **Γ **            ,,,, euryalia                            , *J *                   ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,386, se evasisse                                                                                                                                                                                                                             ,, *Thilo*                                                         , *e schol. Veron.*                                                                                                                                                                                                                                                                                                                                                                                                                     ,, suasisse                            , *F *                   ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,386, prudens                                                                                                                                                                                                                                 , *T *                      ,,,, pruden                              , *F *                   ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,387, vel porcae                                                                                                                                                                                                                              , **Σ **                    ,,,, de portae                           , **F **                 ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,387, cui successit                                                                                                                                                                                                                           , F θ **Γ **                ,,,, cuius uaessit                       , *J *                   ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,387, Procas                                                                                                                                                                                                                                  , **Σ **                    ,,,, protas                              , **F **                 ,,, procax                                     , *W *           ,,,,,,,,,,,,,,,,,,,,,,
9,390, REGIONE RELIQVI                                                                                                                                                                                                                         , **F **                    ,,,, r. r.                               , **Σ **                 ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,390, dicit                                                                                                                                                                                                                                   , **Σ **                    ,,,, dixit                               , **F **                 ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,391, ITER                                                                                                                                                                                                                                    , ∆ *Pa* σ                  ,,,, inter                               , *O* **Γ **             ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,391, REVOLVENS FALLACIS                                                                                                                                                                                                                      , *Pa Pc *                  ,,,, r. f.                               , ∆                      ,,, resoluens texere                           , **F **         ,,, rerum                      , *Q* [**Γ** ] ,,, rer. f.                                           , σ      ,,,,,,,,,,,,,,
9,391, poetae                                                                                                                                                                                                                                  , **F** ∆ *Pa Pc* γ *W *    ,,,, poeta                               , *Q N *                 ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,391, rursus perplexum                                                                                                                                                                                                                        , **Σ **                    ,,,, perflexum                           , **F **                 ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,391, omne revolvens                                                                                                                                                                                                                          ,, Verg.                                                           ,,, o. r.                               , **Σ **                 ,,, omne resolvens                             , **F **         ,,, omne resolves              ,, *cod. M Vergilii* ,,,,,,,,,,,,,,,,,
9,391, videatur                                                                                                                                                                                                                                ,, *Dan.*                                                          ,,, audeatur                            , *F*                    , *Thilo*                   , *fort.* audiatur                                                                                                                                                                                                                                                                                           ,,,,,,,,,,,,,,,,,,,,,,,,
9,393, observans                                                                                                                                                                                                                               , *T v*                     ,,,, obstruens                           , *F *                   ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,393, ut                                                                                                                                                                                                                                      ,, *Thilo*                                                         ,,, *om.*                               , *F *                   ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,394, militarem                                                                                                                                                                                                                               , **F Σ **                  ,,,, militare                            , *Pa* γ                 ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,394, varius                                                                                                                                                                                                                                  , **F** ∆ º *Qh2*           ,,,, uariur                              , *Q*                    ,, *fort.*                                                                                                                                                                                                                                                                                                    ,,,,,,,,,,,,,,,,,,,,,,,,
9,394, interdum                                                                                                                                                                                                                                , **F Σ **                  ,,,, internum                            , *Q *                   ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,394, insequantur                                                                                                                                                                                                                             , **Σ **                    ,,,, insequant                           , **F **                 ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,394, receptui                                                                                                                                                                                                                                , **Γ **                    ,,,, receptus                            , **F** θ                ,,, receptuis                                  , *J* [∆]      ,,, aliter recept uel receptat , *Eh2*          ,, *ss.*                                       , id est ut recipiantur milites ipsi et colligantur , *Eh2*  ,, *add.*                                 ,,,,,,,,,,,,
9,395, auryalum                                                                                                                                                                                                                                , *Q *                      ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,395, et(2)                                                                                                                                                                                                                                   ,, *Dan.*                                                          ,,, ut                                  , *F *                   ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,395, ellipsis                                                                                                                                                                                                                                ,, *Dan.*                                                          ,,, eclipsis                            ,, *Dan.*                    ,, olypsis                                    , *F *           ,,,,,,,,,,,,,,,,,,,,,,
9,397, obscuritatem                                                                                                                                                                                                                            , *F *                      ,,,, obscuritate                         ,, *Dan.*                    ," (*sed hoc dicit Compilator,* fraude loci ‘difficultate loci’ *significare*, fraude noctis ‘obscuritate tenebrarum’. *at verba* fraudem appellat fort. *a Compilatore ad antiquum scholium addita. nam antiquus commentator, si recte iudico, dixit* fraude noctis ‘tenebris’, ‘obscuritate’ *significare*) ",,,,,,,,,,,,,,,,,,,,,,,,
9,397, tumultú legunt                                                                                                                                                                                                                          , *F *                      ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,397, noctis tumultu                                                                                                                                                                                                                          ,, *Masv.*                                                         ,,, noctis tumultus                     , *F *                   ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,398, quem(1)                                                                                                                                                                                                                                 , **Σ **                    ,,,, hoc est quem                        , (=**DS)** **F **       ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,398, videt                                                                                                                                                                                                                                   , **Σ **                    ,,,, uident                              , **F **                 ,,, vidit                                      , *N U *         ,,,,,,,,,,,,,,,,,,,,,,
9,398, rapi                                                                                                                                                                                                                                    , **F ∆ τ **                ,,,, rapit                               , γ σ                    ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,398, si                                                                                                                                                                                                                                      , **Σ **                    ,,,, *om.*                               , **F **                 ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,398, admiseris                                                                                                                                                                                                                               , **F** *Jh2* θ *Pa Pc E* σ ,,,, amiseris                            , *J Q Pb *              ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,398, omnis(2)                                                                                                                                                                                                                                , **F** θ **Γ **            ,,,, omnis rapit                         , *J* [∆]              ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,399, affectum                                                                                                                                                                                                                                , *T *                      ,,,, ad factum                           , *F *                   ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,401, PROPERET PER VVLNERA                                                                                                                                                                                                                    , γ                         ,,,, P. P. V.                            , **Σ **                 ,,, *om.*                                      , **F **         ,,,,,,,,,,,,,,,,,,,,,,
9,401, pulchram(1)                                                                                                                                                                                                                             , **F Σ **                  ,,,, pulchre                             , σ                      ,,, pulchra                                    , *Pb *          ,,,,,,,,,,,,,,,,,,,,,,
9,401, poetae                                                                                                                                                                                                                                  , **F** *T* θ **Γ **        ,,,, poeta                               , *J *                   ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,401, est(2)                                                                                                                                                                                                                                  , **Σ **                    ,,,, *om.*                               , **F** *T *             ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,401, adire                                                                                                                                                                                                                                   ,, *Com.*                                                          ,,, audire                              , *F *                   ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,401, properate                                                                                                                                                                                                                               , *F *                      ,,,, properant                           , *V*                    ,, *ad G. 4.170*                                                                                                                                                                                                                                                                                              , properat                                   , *Ot.*          ,, *ad G. 4.170*        ,,,,,,,,,,,,,,,,,,,,
9,401, festivum                                                                                                                                                                                                                                ,, *Dan.*                                                          ,,, festinum                            , *F *                   ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,401, festinant                                                                                                                                                                                                                               , *F *                      ,,,, festinat                            , *V*                    ,, *ad G. 4.170*                                                                                                                                                                                                                                                                                              ,,,,,,,,,,,,,,,,,,,,,,,,
9,401, diem                                                                                                                                                                                                                                    , *V*                       ,, *ad G. 4.170*                                                                                                                                                                                                                                                                                                                                                                                                                         ,, dies                                , *F *                   ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,404, n<ostro> s<vccvrre> l<abori>                                                                                                                                                                                                      , γ                         ,,,, n. s. N. S. L.l.                    , **Σ **                 ,,, *om.*                                      , **F **         ,,,,,,,,,,,,,,,,,,,,,,
9,404, quae                                                                                                                                                                                                                                    , **F Σ **                  ,,,, *om.*                               , *N U *                 ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,404, es sed                                                                                                                                                                                                                                  , γ *W *                    ,,,, es et                               , *N U *                 ,,, esed                                       , **F** τ        ,,, sed                        , ∆ *Pc *        ,,,,,,,,,,,,,,,,,,
9,404, succurre                                                                                                                                                                                                                                , **F Σ **                  ,,,, succurrere                          , *Q *                   ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,404, ilico                                                                                                                                                                                                                                   , **Σ **                    ,,,, loco                                , **F **                 ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,404, est(2)                                                                                                                                                                                                                                  ,, Murgia                                                          ,,, est(2)                              ,, *Thilo*                   , *post* eius                                                                                                                                                                                                                                                                                                , *om.*                                      , *F *           ,,,,,,,,,,,,,,,,,,,,,,
9,404, ut                                                                                                                                                                                                                                      ,, *Dan.*                                                          ,,, et                                  , *F *                   ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,404, vitino                                                                                                                                                                                                                                  , *F *                      ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,404, proximo ducat oportunas , invocationes                                                                                                                                                                                                  ,, *Dan.*                                                          ,,, proxima dicat oportunas invocatione , *F *                   ,,,,,,,,,,,,,,,,,,,,,,,,,
9,404, venerabar                                                                                                                                                                                                                               ,, Verg.                                                           ,,, venerabor                           , *F *                   ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,404, Gradivumque                                                                                                                                                                                                                             ,, Verg.                                                           ,,, graduumque                          , *F *                   ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,404, Geticis qui , praesidet arvis                                                                                                                                                                                                           ,, *Dan.*                                                          , (e Verg.)                                                                                                                                                                                                                                                                                                                                                                                                                             ,, et reliqua                          , *F *                   ,,,,,,,,,,,,,,,,,,,,,,,,,
9,404, repetitione                                                                                                                                                                                                                             ,, *Dan.*                                                          ,,, repetitatione                       , *F *                   ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,406, vacat                                                                                                                                                                                                                                   , **F Σ **                  ,,,, vocat                               , *Eh1*                  ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,408, scutum                                                                                                                                                                                                                                  , **F Σ**                   , Isid.                                                           ,,, sicut umbo                          , *N U *                 ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,408, suspendi                                                                                                                                                                                                                                , **F Σ **                  ,, *hoc loco *                                                                                                                                                                                                                                                                                                                                                                                                                           ,, suspendi                            , γ                      ,, *post* consuevera<n>t                                                                                                                                                                                                                                                                                    ,,,,,,,,,,,,,,,,,,,,,,,,
9,408, consueverant                                                                                                                                                                                                                            , ∆ *Pa Pc N U *            ,,,, consueverat                         , **F Γ **               ,,, consueverunt                               , *W *           ,,,,,,,,,,,,,,,,,,,,,,
9,408, venatorem                                                                                                                                                                                                                               , **Σ **                    ,,,, venerator                           , **F **                 ,,, venetorem                                  , *Pb *          ,,,,,,,,,,,,,,,,,,,,,,
9,408, ut                                                                                                                                                                                                                                      ,, *Thilo*                                                         ,,, *om.*                               , *F *                   ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,408, Herculi                                                                                                                                                                                                                                 ,, *Dan.*                                                          ,,, herculae                            , *F *                   ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,409, sana                                                                                                                                                                                                                                    , **F Σ** *Pah2*            ,,,, sane                                , *Pa* γ                 ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,409, petitio nam                                                                                                                                                                                                                             , **F** θ **Γ **            ,,,, pi etit iam                         , *J *                   ,,, petitio                                    , *Qh1*          ,,,,,,,,,,,,,,,,,,,,,,
9,409, tot                                                                                                                                                                                                                                     , **F** ∆                   ,,,, *om.*                               , **Γ **                 ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,409, vincere                                                                                                                                                                                                                                 , **Σ **                    ,,,, vincite                             , **F **                 ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,409, eos                                                                                                                                                                                                                                     , **F** ∆                   ,,,, *om.*                               , **Γ **                 ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,409, recti                                                                                                                                                                                                                                   , **Σ **                    ,,,, tecti                               , **F **                 ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,410, v                                                                                                                                                                                                                                       , ∆                         ,,,, *om.*                               , **F** θ **Γ **         ,,,,,,,,,,,,,,,,,,,,,,,,,,
